crop,district,year,latitude,longitude,nitrogen_mean,ph_mean,organic_carbon,sand_percent,clay_percent,silt_percent,season_gdd_total,season_precip_total,season_temp_max_mean,season_temp_min_mean,season_humidity_mean,precip_anomaly,n_deficit,p_deficit,k_deficit,price_trend_slope,price_volatility,price_seasonality_index,yield_kg_ha
soybean,12,2022,25.747795542644152,70.67978918441342,17.9789390079968,7.174728546063506,12.39674035991091,52.43050325956646,19.43001471137098,42.81843906955081,2193.3661203565503,964.2279308295774,27.644300254586266,16.310640186710454,76.62903831971309,-9.602969659766563,21.974691662810507,30.91576511157661,27.42203083412962,17.23240516505885,0.25044365167106775,0.5516520775707245,5831.465594120546
cotton,44,2023,20.2966822306474,75.2491740929446,9.912974893551459,6.340434718007949,18.73223574561093,43.138370190937955,33.78048626463115,15.06338499970343,2270.1509284994495,1412.2271569786694,40.448256586018566,24.975137424855202,75.59229888766265,36.66888756549753,34.9384691669827,25.278982591481263,24.724876167360797,-18.845983173258162,0.15104476199677805,1.3575277809433985,6047.193262450577
maize,36,2018,26.754202075470893,83.9393260339309,10.084389327090792,7.139759441782244,15.793671736884544,24.890657113831665,26.210183852346148,26.360895810946957,2331.8752861299,720.801867020602,29.216522655628626,18.196266951953426,47.417842859152856,-106.58833411624194,92.69101886533835,16.16545627554402,5.001393348507825,8.568218514437069,0.406351926313512,1.1383277410075736,4924.3512526514005
cotton,48,2015,20.448535680235686,75.68839805770673,6.905973455711605,6.249941544208102,10.099987045531824,40.208391287842396,43.805347179380405,35.83908815682068,2788.7204997096846,588.8861724180883,33.61484192535932,22.3066361422706,88.25045522756173,26.70095256804177,50.38120907763871,10.24805094387794,17.291635506140963,15.270666912246892,0.4711646360385663,0.741392466997357,5058.360718847502
cotton,4,2015,24.505970189831338,82.47051559332955,21.34454821257913,7.073472986945206,12.310305239113317,67.17209570850797,12.625178017506517,31.82230314901932,1983.153972480485,909.2269361174583,26.57935716178101,19.38727977368472,89.25416099477938,-11.079995222011183,64.68360365975346,38.72340979818761,26.904819872608392,9.979359437029085,0.4800270492479459,0.8977614730458091,6035.602450999235
rice,5,2017,29.29426694473114,82.63488257124901,17.173161827353173,7.228235829088448,4.142902800741018,60.198568311524795,28.317717051090984,38.33455640456275,2461.086115019637,844.4484773911885,42.504642986258844,13.964390448775148,97.15192609202941,-71.46162589024937,38.722330507017844,39.98574622639439,23.791934809768527,-6.333693909065526,0.3682846024890978,0.8408832266553876,4834.190642919875
maize,37,2019,21.6520393933785,75.59861734568851,2.5382189854854946,5.433343866942191,16.256761242195402,49.4107559503008,17.0478522897535,24.783675542629712,2464.91319189048,685.0957158361309,32.34668404236244,20.91726692234878,93.88908333316625,64.06272674842263,18.852211110846675,10.689406349010133,28.87658341983975,1.6840091945835716,0.2641389706066669,0.958210845422456,5292.371733641403
maize,8,2019,23.89872352941544,79.47983020594283,10.088799603884068,7.602375420670601,10.816193288033112,39.23321914322335,31.002126991480296,45.27498282126195,2777.349669254243,982.170434824478,28.579731094494093,17.74709784316376,91.3381865104627,179.5182689140962,22.280053740848015,13.082450662230016,6.939050608427843,-9.515137518698868,0.2913439849105986,1.2974215875866788,5818.725663421765
maize,42,2023,27.298603088484782,71.43057403409588,17.64258942197463,6.333522613051978,4.091100619044072,44.79572283998213,26.1993589027284,29.949095738291533,3080.9524198564513,637.6130030570649,36.425471599391805,12.056678124674585,65.7027078783154,127.80697116583917,80.26712203158792,11.957151125074345,11.02378899391434,7.474263200640438,0.3627862787957262,0.6265913910747898,4025.884782954869
cotton,49,2016,28.822585560948475,71.55517871101415,21.406962744914182,6.030203305373851,7.272645722364034,39.299936414464284,15.068791761796193,39.09268962865448,3342.0536990606975,774.2866561057222,42.25099696025007,11.385349114354922,74.52054216230545,-28.26149364130685,89.34820383198382,44.228487278827075,15.215756640543939,-14.635902602047356,0.4292290066033392,0.9313183113178388,4803.675889307723
soybean,28,2016,26.70943004742508,70.7298649549257,19.204193796833284,5.789991888329978,15.48364819379764,62.8957753212532,23.42847753891124,25.43071542471477,2127.004609789278,785.8164516866993,29.95870324633343,19.533077018113325,87.50498187454554,66.43974803905665,49.30756558931449,38.70651905309253,6.980075100817949,6.853814391591603,0.24982685501721622,1.0222300556697612,4690.595152431948
maize,31,2020,22.58173254191169,78.71522640062665,13.221585448710572,6.798200278098241,18.45521086014461,32.41549502409877,25.73098077211651,30.70069132246209,1500.0126947177537,610.4574595460988,28.479776182447615,26.5653801514999,42.988716468847116,84.33868131894505,35.699452745925655,3.728676162499034,11.821357655664572,-7.100744989482588,0.4667124899124445,0.9861177696686712,5533.528637685245
cotton,9,2023,26.746078529162162,76.39106466439145,5.343115696034808,6.495378311096478,12.081702075672348,58.85503923445466,19.00691060004775,10.847689782858293,2379.035885632357,458.0590040499466,43.475803360267584,13.694985243548413,66.71981752040972,11.917176293511131,80.78351365272624,41.633297491354284,16.126176132729974,3.632047345275736,0.22970886197224516,0.840660550702054,4793.230603077293
rice,29,2015,22.9672764110409,78.2204853499636,19.351244969556554,6.870807185541686,8.071794632028425,37.06196142511849,32.271672149835766,19.95893675949635,1705.691570850077,843.7900024775171,31.38660978120193,14.172114557695275,44.41943579360883,-2.3994803354106695,67.30947750809278,1.8425910362895814,5.74017609004022,-2.5348895535359492,0.3123439101308817,1.2379862091103557,5080.423839227288
soybean,14,2023,27.18429229818735,77.81609785762582,13.515515743397478,6.890220784318479,6.3170012412835925,64.81390245542988,14.689073833310854,27.510435737604947,3867.288454628486,1073.7430976978048,30.816987981084846,19.59118542736909,74.20422451057169,34.37594278450604,4.0873977485633155,12.659989549150636,7.700634561077418,-3.6033853637853266,0.48454472001424553,0.9682423440859571,5452.73495295212
rice,40,2023,29.540331275850406,75.25304486636095,15.34431007307535,7.108584645350178,17.658458472564433,51.401638857120105,45.91008558033163,31.20073851920438,2063.5597405784847,992.1803711295953,21.2780992479718,12.744289415397729,88.98711909763571,251.25788340651388,35.074089888281065,45.949569204830745,3.745274994263834,9.46773006633573,0.47527956617024414,0.9425584240427891,6567.318566353601
soybean,41,2023,27.21393451106288,80.16210122235209,14.112897808957516,9.276284116153057,13.79787111378891,33.759189000826964,34.536903006268545,62.174418614178855,2781.9168828263655,1005.5599164408219,31.831681279287704,27.41619499807553,70.28197471839218,25.73172913665644,68.21729782360418,43.21656473831047,21.401442296572455,15.26481293843049,0.3782980358110998,1.0692298623100096,4782.534302157197
cotton,22,2019,28.628805029124123,81.37752821374586,8.22235250211866,6.539691757331851,10.679441517421015,40.36031379746989,28.48741119053536,25.417200086085447,2967.0330533372144,640.2100608326198,25.220270810604372,14.53731624113673,61.46165185548549,-126.74208922448567,57.36798202909772,39.07172573623074,10.84655779608399,-8.649637836017286,0.2298240777900035,0.9439430784041141,5630.401151015162
wheat,11,2023,20.021038431758836,70.21942388316513,16.821251061114946,5.765426613427427,9.726912855697837,55.67460910084989,53.453142746971906,13.480317215991303,2670.3111641190017,842.8139142980601,29.199534414259123,16.00423067218826,74.24747520100267,-104.6293061019234,97.80673088462225,22.87736145546248,6.607984595513652,1.8664002044497656,0.18761401327360142,0.8892618539171864,5241.611269404877
soybean,23,2018,27.175721247315945,73.10863449653317,16.132295155567235,4.480186667661766,14.687318550934513,37.51285764638911,21.90701174106735,50.429816633459076,3538.3601756545995,515.1680570858445,21.9284918308794,14.781834063504094,76.18691747773964,-17.11915843919336,86.61153782252904,16.070705051000388,15.219724475428574,-10.86452099048579,0.1320573421334177,0.8148961703144214,5064.609069868132
rice,1,2016,28.295875568652505,80.69853802125004,12.871055785426009,5.304683201809413,14.577273976285442,45.33204728071809,31.11375867564347,42.94605301234118,2398.759429942095,833.7830025717574,38.17574247685364,21.73904339193028,77.244202441678,-124.68838730389638,5.973840573126099,44.07729187702284,2.0474791705574305,-4.605021187842727,0.3834617618957542,1.4380122518083924,5256.030000329285
cotton,46,2020,20.405587375446814,75.79930258950752,17.355528999312437,7.73534865075291,8.413662346176217,37.30583746276584,27.226804635992078,16.121853559129644,2082.559121314258,1077.7569014949595,24.666946237288265,26.648998197395372,51.77590745345367,-13.251772398110415,72.57690156723606,32.853704513460606,27.702198189551844,-7.268333780715512,0.3013802776008143,1.15864947624966,5979.237963463361
soybean,37,2018,28.715977272882306,79.93725920412412,8.130002262883469,7.219924506773107,7.430510036396231,71.3867572237282,32.97467693207824,35.58314483855171,2056.6876939243707,1083.967424678815,22.2962467869219,15.187022863197424,73.65228090813868,222.52106643869092,33.63266123304779,14.775442752389672,8.834025634717928,-12.591564421407703,0.3289150775777029,0.9235361309382072,5581.866934369963
wheat,21,2020,22.56694228310046,75.20443989601837,13.654986120584455,5.150013953485006,7.632389217146022,73.96607839426996,39.96116367066621,40.0224770799542,2875.002847301841,1206.089733528706,27.45891402241169,21.466309723881075,72.7625215996562,-51.143257081261126,68.20827030859465,23.15979389827241,26.593930445515863,10.592491568277566,0.28895686957029515,1.2542700514317624,5043.119550726889
wheat,26,2017,26.652921019780553,75.86132728494455,15.130637364678945,8.964212440999221,10.127101678102573,66.94685930087586,30.489493766113593,31.965901361996593,2405.1008768674715,997.8356048692226,38.23668233201317,12.776372477256345,84.2244250157595,-108.72833501943514,61.72245860913963,44.07501111308096,14.92860195973941,1.0345193771048697,0.29317857342937714,1.1046958108187563,5333.074007502117
maize,46,2020,28.003548790234067,72.38018310534527,6.325361839324689,6.826764477661508,9.240858185668975,43.134390522992504,35.41793895315199,33.909863044774106,2056.755505298391,895.1498111754506,29.77503450232894,21.837095677761898,68.86587199562699,-20.757837812967985,50.30502591468411,45.172771803911075,25.504514931319218,-5.4665767857864225,0.3285094476819861,1.0077026232570554,5781.661495547631
maize,36,2016,26.626645130593555,73.8734652949924,14.714516945819733,6.960316719880339,18.472368072678265,38.95871029939548,19.496120096534085,22.412925980890556,2720.652607761786,974.9446364804269,30.44370592522214,25.033442848787566,99.61336157267448,-10.394876606285735,85.2949554339555,32.96510469858647,7.411933223689335,-0.5819651277981334,0.4657048024704151,0.7941894622452009,5318.437809748795
rice,23,2016,20.922847920732572,79.0811763626138,18.66822573340648,8.74422517993608,9.984877510962244,33.31254630728806,22.938498515362014,36.045471986668886,2854.6246125441567,936.1148319303744,34.39224430214648,23.80942560479586,71.23502873996577,-98.88274022067472,70.86898601431677,36.62779303585169,5.258118067282592,11.963233278857164,0.11174651978721908,0.834441716706677,5481.4502051573345
soybean,1,2023,25.963215188603684,76.4974466697275,13.483845379785661,8.239455720828213,7.00133420820108,68.0358193620466,41.38287560263004,24.103748645025657,2635.6525931431056,638.5491505176929,31.241709191921483,18.53129693736487,62.82880144945127,-123.83652311271204,88.95551145020065,1.9648916614401768,25.48235409704485,10.27653127360028,0.42065471182926495,1.1936948846334536,4326.868634732448
soybean,40,2021,25.495836567221435,81.61454024416892,14.829425487428278,7.2811374758321605,7.2260102364018906,58.96085566051754,30.968561635293597,-1.7447297483283357,2949.798196167804,496.9340038867814,38.189794106040836,13.868746227962829,54.95327215940701,135.6251046698584,28.16037491030493,30.230025381859406,6.387716471151327,5.583084961264511,0.25620650422330626,1.1504482815605241,4372.968432346357
maize,15,2017,29.003212680742713,82.78877432407515,17.811720196170835,7.329213940826255,11.264113595833619,59.681413222610104,27.483236448581884,32.355191664793324,2544.049306425157,976.5517438839504,30.801849161846963,18.003084935007227,62.29214798712132,50.07640352981665,34.81275245946021,34.44962841854885,22.385860478987404,-6.693720916452528,0.3979697069131999,0.7254056836882825,5620.609888263738
soybean,21,2015,24.04239729644209,78.1246962732514,13.060999455668636,7.422785096170867,4.711503508084638,41.25108094678662,17.467557909164828,9.888608225428058,2203.18733140937,1218.6696521117046,30.88375877550814,16.756442771298808,58.01521361182867,-48.2740126875358,62.195134981046884,1.018857354011582,10.337513839788972,1.193363790261484,0.4794105316977426,0.9184686063073619,4979.566607438203
soybean,47,2022,23.2108109708705,81.37400938084089,13.511013002278556,6.259032868287984,11.759517144550413,18.631537736131378,34.66596081134951,42.16192996149272,2905.700035755755,984.7942855743245,43.320966419154495,16.21323424309225,67.65968556850511,-115.5404670784313,96.64644373617358,42.19294939781278,22.44581179305484,-10.90984495236458,0.22251479741053407,1.1359919098792404,5277.293221861672
wheat,9,2020,27.498507644364665,74.60356769791855,9.116482427337665,6.786792897544197,6.655161998073743,22.080635856888552,17.185345790175397,16.430158278777203,2054.9558732358323,422.25525681788895,32.27582699601977,18.826199408887728,95.30089730229919,-51.744165942152364,37.158209933718126,46.41425058253705,27.229387979649907,-0.8727743833332116,0.1358218546975196,1.2224797966525287,4436.890355355224
maize,9,2021,24.126753260833965,76.22456823100117,14.925316113396175,7.074320494074713,16.634441466966805,45.864510943537645,14.23834144229894,0.5639494929555866,1935.5573264000118,696.1396311921975,33.1528532088324,17.733814236851657,48.11036640736994,-122.60359206873737,3.2293650067491186,11.896822620939401,29.449152938618795,9.779517822663239,0.19291937452597027,1.102885491004536,5937.5907505836
cotton,10,2023,26.46096175005063,80.69166514325246,13.325757581976099,6.373217405621588,12.466249396967779,37.15988615450497,26.14925751028921,8.768506069724243,3077.974824600333,760.661446025555,30.94787136220384,20.83137543293176,49.16374365730415,-57.948230749717254,44.58879554219567,42.28979663484822,10.794284318059002,11.632123571649194,0.18883713244502506,0.9087343894129782,4975.421002225967
maize,26,2019,26.46450090124607,75.79317989225547,17.495448975266612,5.534580490284447,20.484094406129774,35.434480584110524,0.9750746647130946,29.502280100536975,2326.076014491704,428.7913346261092,19.85882759356452,20.857378859031733,66.48046736407053,206.69080071054458,54.392956252902316,33.27562913545821,11.025775039216386,-6.427984807884737,0.3967397669841016,1.0472006062560797,5356.603367117099
cotton,41,2015,28.880390643601178,78.82757402738483,17.817299770916193,6.233869598691332,11.087197681991157,50.177225605929365,31.110767163709745,32.23809374688083,3332.8419547224858,524.6205916420602,36.364351724694956,17.7488057436491,49.556161744712576,23.88545464865143,80.09874086995433,29.034790987509922,29.441632103545636,8.326201890208868,0.12474327269004695,0.9578448397506218,4323.253777503248
wheat,35,2021,25.986924023190973,72.78059168623767,18.956045195064405,5.512067392094079,-0.5269753358810156,60.20489744789238,28.76944196741288,13.04835820427521,2928.297393363303,792.5849011665055,40.3026626870393,19.729029138402513,55.27095240683755,-61.80161530686241,72.86004799966389,42.156298684457425,25.84584390894115,6.272063427946522,0.12037343194229351,1.0763990345806937,4433.567926156649
rice,25,2019,25.02153609961987,78.99656972455747,12.458698245524346,6.564372570872231,17.830724801424815,34.48159397104876,21.471964413641395,17.13134094309263,2288.0806430495804,852.3268755405411,38.27857658470408,23.285540997621364,75.08739828415756,67.95355951937535,96.46626807183361,14.280526787260184,1.3527591573413411,-2.4060441680382487,0.3774434377935344,1.2956189637675144,5454.271591706747
soybean,26,2017,21.38871326396517,82.9227056084034,4.11709457187942,4.719542847993487,14.007692633908274,25.415854715157334,22.378818414399625,29.903173345363424,2743.1107161313334,602.7971714600553,29.209591978430662,15.873597782732723,69.21094311681493,-93.0043229075509,78.26827605564662,39.5428088843427,17.203499586795612,7.461172132607821,0.32268787395040954,0.8435532964711374,4401.552810793517
wheat,11,2023,21.157376066787055,83.02959459735138,18.708198732323872,6.8410385105075475,14.627631515842694,34.8379323678341,23.806790953336012,41.66673309564758,3764.1901372234383,515.4120718912754,31.133963880894687,18.063570567791704,76.57764423339248,-40.562480167808594,29.86284370678827,15.726038383410163,5.437343146453149,12.26279059226247,0.2671070179372814,1.05619840213988,5017.050372709152
soybean,38,2015,21.543215652830796,80.86516609494309,17.155604820487046,4.868725504431835,7.989665641023803,29.340540561721014,17.108726224526585,15.479013831145345,2877.136571406196,1038.661175843487,33.74593613927359,13.886579120669527,78.86587030392444,-185.41714458791532,64.13803109801697,39.37282714540369,29.820376082796553,8.506585278915793,0.3301473627908181,0.9806533537660286,4779.865355224721
rice,2,2015,21.718484813270944,81.18630068614189,11.823541976569551,6.096526940006995,11.828607777618444,53.89248923888983,26.84572627498293,34.55010315021474,2790.84945337122,723.4942283242049,33.569676724826756,19.919456526807608,90.13890890763767,127.40690483660508,67.22411933965523,22.552700287822873,4.167690371129211,-10.536842753506367,0.39409916238745557,0.9474372166680998,5584.416943398509
